Source_IP,Destination_IP,Source_Port,Destination_Port,Protocol,Packet_Size,Inter_Arrival_Time,Flow_Duration,Throughput,Jitter,Label
111.61.17.30,96.137.107.5,28096,285,UDP,216,0.042423,4.24,50.94,9.36,DDoS
124.187.50.219,85.249.95.223,15009,190,TCP,637,0.0489,14.5,43.93,7.87,Normal
218.214.219.226,10.213.107.206,43146,359,UDP,93,0.007372,18.32,5.08,5.26,Normal
74.20.57.188,60.199.197.72,37768,81,UDP,1284,0.097258,16.23,79.11,7.07,HTTP
170.236.173.94,81.24.24.118,12800,20,UDP,115,0.038606,8.84,13.01,9.79,DDoS
51.147.84.145,66.222.188.208,12303,60,UDP,1050,0.043448,9.91,105.95,0.15,ICMP
27.128.44.53,228.137.129.151,5117,340,UDP,335,0.014424,0.53,632.08,3.79,DDoS
29.2.187.139,126.19.70.37,8001,390,UDP,918,0.036624,18.55,49.49,1.88,FTP
132.126.97.138,169.185.250.56,41600,295,TCP,228,0.089964,28.86,7.9,8.51,DDoS
30.70.60.208,26.36.27.23,48148,54,ICMP,1285,0.091848,11.61,110.68,2.86,ICMP
197.154.170.219,53.156.76.19,12794,341,ICMP,739,0.084156,5.19,142.39,6.65,Normal
146.203.214.21,100.131.139.53,53821,94,TCP,553,0.05168,10.28,53.79,6.2,DDoS
77.27.27.170,87.204.134.83,8731,140,TCP,1364,0.04066,4.67,292.08,8.48,DDoS
107.75.251.149,165.184.34.191,34029,203,UDP,730,0.052744,5.26,138.78,1.02,FTP
185.63.50.16,94.180.154.156,30116,244,ICMP,603,0.016055,0.46,1310.87,1.97,Normal
100.103.52.18,62.60.254.88,53801,258,UDP,1196,0.065269,7.24,165.19,7.55,DDoS
33.247.235.154,47.150.56.38,38093,158,ICMP,822,0.006982,6.69,122.87,1.83,Normal
181.13.124.149,136.96.149.182,41072,88,ICMP,648,0.06405,0.83,780.72,3.01,ICMP
197.142.154.211,179.59.212.61,47110,170,UDP,1438,0.049468,12.82,112.17,7.61,DDoS
166.184.44.113,107.163.22.195,35032,170,UDP,992,0.013507,28.95,34.27,4.41,Normal
213.91.253.84,30.236.201.135,25955,325,UDP,924,0.051626,29.27,31.57,0.83,FTP
215.234.175.117,75.85.33.161,62116,142,UDP,224,0.00894,27.07,8.27,9.69,ICMP
141.174.214.104,84.250.66.9,3240,76,UDP,536,0.085294,26.21,20.45,9.04,HTTP
163.245.127.105,125.253.60.213,29596,334,UDP,688,0.007082,8.27,83.19,7.23,Normal
220.161.96.148,23.76.85.116,25052,294,UDP,1128,0.079294,2.76,408.7,3.91,FTP
119.68.34.181,238.119.190.98,19839,52,ICMP,415,0.05101,17.06,24.33,4.82,FTP
244.57.54.113,105.22.48.114,44684,172,TCP,484,0.025449,3.61,134.07,8.84,Normal
161.204.51.204,81.181.185.130,48952,147,UDP,1481,0.04715,11.33,130.71,8.79,HTTP
82.193.104.75,165.221.45.67,17553,180,TCP,1072,0.08068,2.66,403.01,3.52,ICMP
139.178.105.25,176.174.3.151,61486,37,UDP,125,0.070888,11.41,10.96,9.38,HTTP
238.241.151.180,227.147.71.38,20034,261,TCP,826,0.076643,26.77,30.86,5.05,ICMP
194.97.113.251,63.95.202.233,18462,89,ICMP,125,0.008051,13.7,9.12,7.69,ICMP
100.233.187.126,226.62.61.155,62627,334,TCP,1079,0.02774,29.66,36.38,9.89,ICMP
89.54.151.38,129.214.246.107,25292,406,TCP,175,0.059517,4.52,38.72,0.21,DDoS
147.16.178.59,125.42.206.211,19730,70,ICMP,127,0.091881,19.67,6.46,0.43,ICMP
42.237.112.181,164.223.53.71,52631,28,UDP,1477,0.070307,20.35,72.58,2.97,ICMP
61.139.206.52,18.140.231.1,16592,220,UDP,1239,0.056217,20.67,59.94,4.1,FTP
234.111.179.178,237.54.47.85,8800,403,ICMP,988,0.043197,15.22,64.91,2.94,DDoS
238.186.124.142,66.240.192.170,39414,145,UDP,896,0.011655,25.96,34.51,1.8,Normal
174.57.71.212,89.26.238.161,23896,187,TCP,1435,0.089436,29.35,48.89,8.54,DDoS
87.115.141.255,138.73.41.6,21823,291,ICMP,725,0.057807,2.88,251.74,7.36,Normal
22.41.32.35,182.47.250.104,55078,299,ICMP,1286,0.088338,20.54,62.61,1.82,Normal
72.177.52.158,98.29.105.106,8436,355,ICMP,721,0.098138,12.11,59.54,9.25,ICMP
87.207.210.236,65.171.122.216,33545,100,ICMP,1060,0.094697,15.4,68.83,3.19,HTTP
73.230.184.4,147.48.50.242,55641,257,ICMP,75,0.020908,25.9,2.9,4.33,Normal
238.194.222.3,155.3.50.181,11744,143,TCP,921,0.005416,19.76,46.61,5.27,ICMP
41.100.53.125,69.225.18.33,34671,348,ICMP,566,0.052977,12.78,44.29,4.73,HTTP
105.151.100.136,111.62.204.8,22780,355,UDP,76,0.040355,10.74,7.08,0.53,Normal
99.241.141.125,227.253.119.28,51251,133,TCP,95,0.085059,2.41,39.42,6.84,FTP
18.15.235.82,133.212.101.128,27794,76,UDP,1226,0.059731,17.22,71.2,4.58,DDoS
223.57.78.6,38.58.0.28,8154,108,UDP,1094,0.041929,13.46,81.28,2.09,HTTP
127.64.244.86,144.149.58.166,18542,54,TCP,531,0.091749,13.65,38.9,7.9,ICMP
70.154.137.189,129.24.248.124,9502,220,UDP,865,0.072362,3.27,264.53,2.46,Normal
131.99.47.232,14.205.195.35,14827,149,TCP,1295,0.036554,6.56,197.41,8.47,DDoS
222.94.38.232,37.171.159.39,24618,181,UDP,412,0.087035,20.89,19.72,1.26,DDoS
232.206.12.125,40.229.201.46,51047,116,UDP,241,0.011228,15.14,15.92,4.42,HTTP
85.15.100.165,187.115.211.229,7657,97,ICMP,240,0.050282,26.06,9.21,6.41,Normal
239.114.59.191,242.178.29.193,45447,379,TCP,203,0.095829,17.82,11.39,5.05,DDoS
22.79.61.142,156.33.240.55,48643,352,UDP,424,0.008082,19.99,21.21,7.11,FTP
195.186.72.7,58.129.101.195,47800,58,ICMP,301,0.090453,1.52,198.03,9.54,Normal
177.127.27.32,132.127.131.69,26099,259,TCP,702,0.002196,1.04,675.0,2.15,Normal
73.156.238.187,107.25.254.239,7195,28,UDP,1343,0.037375,22.78,58.96,0.65,DDoS
102.86.119.98,77.65.213.77,4833,271,UDP,400,0.083744,17.17,23.3,8.56,HTTP
30.47.131.79,166.63.236.215,38128,208,UDP,1309,0.087843,9.51,137.64,2.78,HTTP
12.4.134.204,202.76.106.254,50116,122,ICMP,1475,0.029235,3.74,394.39,5.13,Normal
209.209.122.130,223.134.113.62,47841,188,ICMP,458,0.040517,24.92,18.38,7.28,FTP
237.69.184.146,15.57.211.144,28905,226,UDP,853,0.021604,16.92,50.41,8.35,HTTP
20.132.1.96,111.227.134.182,27937,36,ICMP,1067,0.072963,8.28,128.86,4.82,Normal
210.234.159.173,234.216.13.101,35259,76,UDP,1263,0.078379,1.64,770.12,5.76,ICMP
249.158.194.44,159.69.97.234,9784,335,TCP,666,0.021569,18.73,35.56,9.4,HTTP
77.225.250.8,218.214.251.113,29505,127,UDP,592,0.098437,16.9,35.03,8.67,ICMP
194.134.127.158,133.42.135.162,43002,269,TCP,357,0.042195,28.7,12.44,6.14,HTTP
11.72.123.39,149.189.217.25,12092,216,TCP,970,0.036908,18.94,51.21,1.54,ICMP
162.126.119.45,38.141.249.88,11358,351,TCP,1006,0.060392,26.4,38.11,5.15,DDoS
35.206.62.187,189.158.58.28,6675,329,UDP,133,0.03246,1.11,119.82,9.14,Normal
218.198.149.65,242.247.51.90,23538,332,TCP,371,0.037833,4.78,77.62,6.43,Normal
133.186.28.172,111.173.142.224,37220,65,TCP,1250,0.077127,10.22,122.31,5.77,FTP
122.175.183.115,208.144.9.56,25272,225,ICMP,182,0.094882,17.53,10.38,9.9,DDoS
122.103.194.36,52.95.38.234,58662,360,UDP,1152,0.07391,6.82,168.91,6.55,FTP
90.33.9.85,35.132.31.142,28365,290,TCP,362,0.077153,22.82,15.86,3.78,ICMP
230.85.214.208,20.251.152.95,7704,28,ICMP,415,0.056335,24.68,16.82,2.98,Normal
46.175.235.235,114.52.10.23,57987,91,ICMP,1348,0.088047,7.03,191.75,8.48,Normal
207.179.130.47,242.174.58.213,51308,265,UDP,1035,0.082531,24.41,42.4,5.41,HTTP
208.68.2.189,62.13.5.152,7791,74,ICMP,919,0.008246,11.85,77.55,5.36,ICMP
247.14.200.29,204.153.178.193,14002,398,ICMP,541,0.035617,29.25,18.5,6.1,ICMP
37.83.37.133,229.70.149.127,44504,98,TCP,1140,0.051776,11.9,95.8,2.91,Normal
234.146.144.73,152.170.215.73,40644,240,TCP,1191,0.059981,8.97,132.78,0.8,DDoS
229.12.168.205,11.142.9.58,48909,330,ICMP,835,0.056177,25.89,32.25,5.44,ICMP
237.104.54.180,132.145.174.132,13311,188,UDP,760,0.075889,26.31,28.89,4.7,Normal
236.62.76.4,214.24.103.109,27769,321,UDP,193,0.002343,21.59,8.94,5.99,HTTP
232.92.171.221,143.5.158.29,58889,363,ICMP,1057,0.046817,23.4,45.17,4.1,ICMP
79.183.47.48,45.22.98.225,16916,44,ICMP,1036,0.042347,13.46,76.97,0.19,Normal
243.145.28.68,100.119.87.74,18255,253,ICMP,959,0.097909,0.6,1598.33,0.15,FTP
115.72.15.6,79.117.142.27,51560,269,UDP,1241,0.072795,2.82,440.07,5.64,HTTP
74.209.5.143,176.243.97.83,19936,200,UDP,586,0.021039,5.46,107.33,8.64,ICMP
6.252.106.215,246.228.249.7,14097,361,ICMP,776,0.052874,20.08,38.65,4.29,FTP
31.243.129.188,238.132.15.50,46177,376,UDP,872,0.084776,23.88,36.52,0.97,HTTP
244.142.123.197,32.226.41.49,48164,34,ICMP,1463,0.060624,10.68,136.99,7.71,HTTP
249.233.152.234,130.26.23.126,33141,75,ICMP,1246,0.084389,27.48,45.34,7.35,Normal
146.104.189.34,110.14.211.146,10469,59,UDP,1043,0.013357,23.6,44.19,6.42,ICMP
58.102.71.11,241.149.125.143,42403,191,UDP,199,0.068835,2.36,84.32,8.36,Normal
164.226.153.87,41.206.113.190,6221,178,UDP,912,0.061208,9.38,97.23,2.99,DDoS
162.240.90.248,205.155.148.164,41452,131,ICMP,298,0.022965,14.82,20.11,1.4,Normal
56.56.143.50,240.70.171.218,34371,285,UDP,954,0.016196,22.17,43.03,0.01,Normal
251.235.149.61,163.223.59.15,6437,210,ICMP,1440,0.026026,5.59,257.6,4.41,ICMP
157.9.7.34,240.18.247.151,30886,49,TCP,156,0.091759,1.73,90.17,5.71,Normal
125.149.172.179,152.143.17.29,58808,31,UDP,194,0.047481,0.95,204.21,1.41,FTP
138.214.202.153,29.94.2.1,15916,422,TCP,119,0.011986,10.17,11.7,6.53,FTP
251.106.137.168,158.139.135.215,55697,180,ICMP,1114,0.054234,27.06,41.17,8.78,HTTP
206.130.58.164,163.17.77.72,58972,165,UDP,1353,0.004685,2.61,518.39,0.66,DDoS
1.193.22.28,155.54.142.15,53083,265,UDP,332,0.054345,25.58,12.98,8.76,Normal
119.33.180.214,162.48.162.154,27422,67,UDP,753,0.043792,12.45,60.48,0.79,FTP
192.150.85.59,35.117.172.84,21272,27,UDP,966,0.098837,20.04,48.2,6.4,DDoS
79.8.147.153,164.202.118.78,26567,65,UDP,209,0.069859,28.99,7.21,7.87,ICMP
170.211.58.170,151.145.226.48,39984,313,ICMP,1258,0.073302,7.07,177.93,8.49,DDoS
28.94.33.192,23.170.224.252,32815,233,ICMP,885,0.090605,7.04,125.71,6.74,Normal
27.169.205.43,17.184.157.22,7248,431,UDP,1100,0.045045,22.82,48.2,1.92,DDoS
54.169.168.172,90.3.173.61,58307,280,TCP,1343,0.038862,22.24,60.39,8.71,ICMP
230.97.253.118,168.215.191.185,42756,275,ICMP,855,0.062651,18.06,47.34,2.06,HTTP
78.169.68.72,154.168.105.10,44296,432,UDP,1329,0.052558,6.6,201.36,6.21,DDoS
183.50.247.220,15.81.104.127,8068,265,ICMP,167,0.026955,22.38,7.46,4.21,HTTP
153.169.249.252,134.76.168.251,64434,403,UDP,1218,0.076534,16.17,75.32,4.32,FTP
236.162.95.0,41.180.131.200,25931,298,UDP,225,0.098702,24.77,9.08,6.18,ICMP
77.98.185.2,130.144.254.146,43377,249,TCP,787,0.042093,12.23,64.35,6.92,Normal
71.113.147.97,32.216.147.148,3991,48,ICMP,118,0.001592,15.87,7.44,2.18,FTP
255.73.65.125,117.65.102.241,22675,443,UDP,1394,0.066157,23.93,58.25,1.35,ICMP
61.169.249.87,128.255.124.129,45954,78,ICMP,394,0.039296,22.96,17.16,3.28,ICMP
199.112.71.114,189.41.139.130,35776,150,UDP,479,0.044507,10.31,46.46,0.0,Normal
170.10.149.219,217.186.36.153,50022,43,ICMP,1275,0.079276,12.78,99.77,9.15,ICMP
248.227.41.177,211.113.161.118,50680,419,ICMP,508,0.009152,6.13,82.87,3.36,ICMP
166.211.130.128,51.33.125.90,27346,60,UDP,843,0.088283,21.57,39.08,5.86,HTTP
211.3.250.168,246.54.28.161,29536,430,UDP,777,0.058176,24.35,31.91,6.36,DDoS
84.79.150.92,238.209.32.20,18726,150,UDP,1293,0.091352,6.08,212.66,7.34,ICMP
63.123.9.53,49.129.61.52,61446,55,UDP,733,0.038474,14.64,50.07,2.89,Normal
22.129.189.53,41.121.31.233,50768,335,TCP,1175,0.007687,3.42,343.57,5.28,Normal
83.94.76.224,100.33.43.87,21992,334,ICMP,1073,0.04148,16.77,63.98,6.37,ICMP
1.184.161.243,27.20.249.108,37984,165,TCP,1349,0.00511,19.5,69.18,7.05,HTTP
1.96.225.19,128.212.152.131,59859,192,ICMP,731,0.052355,13.35,54.76,8.34,ICMP
24.38.247.51,238.154.251.207,40627,273,ICMP,1036,0.037478,22.88,45.28,0.37,FTP
87.141.84.43,105.189.222.240,16222,368,ICMP,1247,0.040409,9.24,134.96,5.38,HTTP
121.160.12.98,84.18.222.32,17997,95,TCP,357,0.075318,6.94,51.44,0.09,DDoS
68.167.254.89,160.30.234.85,31676,427,UDP,656,0.072623,16.97,38.66,1.54,Normal
90.187.175.66,1.37.230.225,9719,320,ICMP,1185,0.009072,23.99,49.4,3.78,DDoS
200.40.170.209,116.71.242.54,16916,137,ICMP,653,0.038504,21.59,30.25,4.72,DDoS
201.165.239.219,134.201.108.229,51780,380,ICMP,288,0.047994,26.96,10.68,5.14,HTTP
155.18.136.150,4.45.71.201,12112,45,ICMP,546,0.091034,23.18,23.55,2.49,ICMP
156.186.108.251,76.115.192.63,46661,343,TCP,1129,0.002117,6.85,164.82,2.85,HTTP
82.97.64.36,59.238.135.59,12405,423,UDP,188,0.058811,21.05,8.93,1.45,Normal
27.207.91.10,24.153.36.98,38807,339,TCP,901,0.021878,29.44,30.6,1.3,DDoS
61.232.24.15,227.48.68.204,43894,50,UDP,1375,0.021328,4.52,304.2,9.35,ICMP
71.214.92.100,54.81.222.240,35164,33,TCP,378,0.07207,18.98,19.92,3.78,FTP
129.122.8.83,205.0.49.52,4203,251,TCP,1291,0.008383,27.3,47.29,0.78,DDoS
90.58.171.95,62.126.124.29,31364,234,TCP,338,0.091767,26.18,12.91,3.68,Normal
15.252.189.213,110.89.144.65,30522,439,TCP,1418,0.015383,15.98,88.74,8.31,HTTP
74.252.157.15,7.216.106.193,31671,372,UDP,1231,0.043953,18.07,68.12,7.02,FTP
107.65.217.213,85.20.203.19,42747,74,ICMP,187,0.023705,26.87,6.96,7.35,ICMP
89.118.254.45,251.102.102.4,24279,408,TCP,1094,0.083109,2.71,403.69,1.76,FTP
174.153.87.164,26.129.87.172,12630,429,TCP,1212,0.005684,12.57,96.42,7.61,ICMP
19.154.159.164,200.137.0.63,35501,331,ICMP,1327,0.033078,15.84,83.78,3.74,ICMP
166.100.37.6,127.121.248.145,19993,321,ICMP,1258,0.056289,0.63,1996.83,1.06,DDoS
161.224.216.29,44.179.204.167,36696,273,UDP,227,0.022486,27.69,8.2,1.91,FTP
120.244.56.120,127.227.108.75,28619,306,UDP,959,0.015565,8.04,119.28,7.19,FTP
68.56.216.32,99.133.186.128,28719,440,ICMP,190,0.002357,26.74,7.11,3.24,Normal
66.225.62.158,201.85.164.88,42549,337,UDP,1452,0.068321,26.41,54.98,9.89,Normal
4.110.199.3,82.27.135.187,53914,210,ICMP,1294,0.005979,3.05,424.26,2.93,HTTP
157.157.33.196,226.86.213.102,12631,119,TCP,1004,0.096652,18.17,55.26,8.5,Normal
251.145.238.44,99.9.87.234,38797,263,TCP,1291,0.049501,20.59,62.7,8.36,Normal
43.82.129.127,45.143.83.70,52004,386,ICMP,289,0.065547,6.91,41.82,8.32,FTP
229.116.110.138,48.56.151.88,14011,277,UDP,266,0.042381,2.86,93.01,5.65,DDoS
60.201.240.145,68.160.189.204,21393,350,UDP,359,0.043895,16.42,21.86,3.75,ICMP
87.129.186.42,229.254.77.250,18246,351,TCP,870,0.055616,15.48,56.2,2.37,HTTP
148.138.48.188,2.106.40.50,27847,360,UDP,412,0.032152,4.7,87.66,0.15,Normal
216.102.90.152,49.106.77.177,21352,57,TCP,967,0.008239,8.2,117.93,0.42,DDoS
44.40.91.182,152.231.199.45,39534,205,TCP,889,0.025338,9.63,92.32,4.98,ICMP
164.229.61.72,89.247.15.20,25868,96,TCP,1311,0.068887,20.8,63.03,1.95,ICMP
17.217.29.208,62.65.153.201,5442,425,ICMP,775,0.03523,7.29,106.31,7.99,ICMP
204.45.27.196,144.125.27.95,49007,144,ICMP,1391,0.087985,0.39,3566.67,7.4,Normal
76.145.92.109,164.166.27.94,32565,85,ICMP,106,0.090098,13.85,7.65,4.46,ICMP
152.79.76.4,114.249.244.188,21222,238,UDP,827,0.026486,16.39,50.46,8.35,HTTP
135.53.130.122,222.3.167.108,13278,418,UDP,1304,0.050012,10.14,128.6,9.19,Normal
17.89.126.87,36.87.191.190,63506,405,ICMP,457,0.03309,14.06,32.5,5.29,Normal
84.13.248.186,42.166.248.112,22722,139,ICMP,1219,0.037192,2.88,423.26,9.06,HTTP
125.17.175.195,177.0.91.82,50496,442,UDP,1104,0.046557,26.73,41.3,0.81,FTP
96.24.15.222,144.135.16.117,26867,360,TCP,1011,0.059809,3.73,271.05,0.46,FTP
197.191.121.24,220.56.22.139,21157,367,UDP,988,0.0448,8.71,113.43,1.42,Normal
75.169.66.133,11.11.78.92,48038,280,UDP,1476,0.093315,23.3,63.35,1.17,DDoS
253.180.123.220,111.61.88.12,10047,426,UDP,360,0.03436,27.39,13.14,1.03,Normal
200.191.90.204,118.162.1.183,45056,326,ICMP,1109,0.069195,20.45,54.23,4.57,DDoS
192.38.184.6,149.70.153.102,57096,129,TCP,1233,0.040699,5.24,235.31,9.1,FTP
97.62.54.137,216.213.95.78,13698,64,UDP,880,0.049626,21.63,40.68,4.7,DDoS
127.171.114.186,23.56.199.91,20126,67,ICMP,556,0.076104,6.35,87.56,3.4,ICMP
142.252.222.165,224.145.15.186,10285,202,UDP,544,0.092569,3.47,156.77,3.67,FTP
228.88.89.50,166.5.180.10,45816,263,ICMP,957,0.027725,9.71,98.56,5.49,DDoS
101.34.62.13,77.34.146.177,57610,234,TCP,1115,0.099313,12.08,92.3,3.52,FTP
14.39.169.180,67.79.89.86,29293,99,ICMP,540,0.035045,6.11,88.38,6.24,HTTP
97.248.85.204,38.22.168.55,8644,95,UDP,430,0.062986,18.04,23.84,4.07,ICMP
90.189.192.248,125.80.231.215,51829,321,ICMP,1107,0.015455,4.97,222.74,5.84,HTTP
78.185.213.93,240.175.183.167,53529,141,TCP,690,0.074093,1.11,621.62,8.21,HTTP
150.25.141.58,214.248.4.39,22725,227,UDP,1025,0.099927,28.68,35.74,4.49,Normal
138.172.233.27,102.121.19.170,64099,404,UDP,658,0.02969,1.58,416.46,8.03,Normal
145.7.101.164,60.237.84.25,52768,82,TCP,311,0.004466,27.13,11.46,9.36,FTP
43.198.15.8,225.55.228.74,51551,304,ICMP,995,0.025725,19.71,50.48,3.86,FTP
176.151.220.156,182.114.245.172,54711,298,TCP,401,0.053858,26.4,15.19,3.39,Normal
83.203.13.96,40.80.162.231,52068,307,UDP,1274,0.02902,24.18,52.69,8.33,Normal
6.197.173.207,175.249.224.1,58342,308,UDP,520,0.0356,10.43,49.86,5.15,DDoS
174.84.125.3,181.81.83.227,34351,336,ICMP,1183,0.085154,20.62,57.37,9.17,HTTP
246.119.183.185,3.93.184.86,26662,113,UDP,359,0.049076,13.76,26.09,5.32,DDoS
22.171.23.171,237.73.199.81,36415,263,TCP,933,0.044169,27.89,33.45,8.31,Normal
73.64.196.83,235.126.83.171,41147,174,ICMP,656,0.003195,27.77,23.62,0.31,ICMP
162.21.65.213,223.34.66.198,56256,48,TCP,914,0.025198,21.66,42.2,8.16,ICMP
22.120.178.180,192.217.102.30,45072,439,ICMP,1453,0.033463,7.64,190.18,5.09,Normal
117.189.59.195,153.45.87.238,15591,50,ICMP,735,0.071686,5.71,128.72,3.2,ICMP
144.121.18.172,74.200.237.70,39811,64,TCP,706,0.074446,12.35,57.17,2.34,HTTP
72.3.180.123,64.57.40.93,41275,323,UDP,998,0.077412,7.51,132.89,0.0,HTTP
57.196.36.185,199.70.73.102,9679,161,UDP,1118,0.002074,20.45,54.67,4.64,ICMP
100.19.84.161,30.32.1.187,50202,262,TCP,72,0.054958,26.72,2.69,5.62,Normal
114.228.106.223,147.122.89.203,40431,166,UDP,1472,0.055524,8.1,181.73,3.48,DDoS
59.184.241.218,183.134.137.221,27149,202,ICMP,1411,0.056115,25.3,55.77,3.21,DDoS
98.116.166.15,23.29.240.164,61286,63,ICMP,640,0.025338,29.12,21.98,0.09,ICMP
76.195.4.21,159.142.11.170,53928,130,UDP,286,0.044143,23.42,12.21,4.92,ICMP
124.0.235.24,177.128.90.223,52088,419,TCP,753,0.058945,8.71,86.45,0.14,FTP
237.193.83.139,72.82.77.194,20204,342,TCP,425,0.051823,14.1,30.14,9.36,FTP
240.178.190.195,7.73.95.196,2551,238,UDP,206,0.074395,25.71,8.01,8.92,HTTP
164.218.197.77,27.214.127.170,39942,262,UDP,1082,0.074967,11.46,94.42,7.31,ICMP
165.215.236.196,67.126.85.101,3648,215,TCP,134,0.075236,17.83,7.52,6.09,DDoS
237.44.66.43,164.47.7.60,17049,385,TCP,92,0.072805,20.27,4.54,6.7,Normal
51.247.207.67,181.154.15.13,15535,172,ICMP,477,0.073688,27.91,17.09,4.71,HTTP
120.97.93.248,171.205.41.255,27882,423,UDP,1071,0.024792,12.38,86.51,1.92,DDoS
44.212.122.183,253.64.113.191,33034,175,ICMP,115,0.05448,29.18,3.94,1.38,HTTP
154.236.65.135,50.139.3.225,63947,362,UDP,561,0.051855,29.02,19.33,4.45,FTP
173.26.216.187,140.113.79.200,46031,232,TCP,305,0.091774,8.2,37.2,4.55,HTTP
1.120.147.125,237.57.86.196,48243,88,UDP,417,0.097562,8.88,46.96,0.33,HTTP
56.161.161.12,247.66.115.188,57127,314,ICMP,1462,0.044111,21.82,67.0,2.37,Normal
238.84.107.64,42.211.118.70,27029,411,UDP,1318,0.097218,4.93,267.34,8.4,DDoS
22.122.120.119,92.115.34.174,26439,205,ICMP,646,0.005956,10.12,63.83,1.44,HTTP
84.136.250.218,196.220.131.211,29026,153,ICMP,220,0.098552,5.34,41.2,6.74,HTTP
236.252.175.172,66.89.218.214,12165,35,UDP,181,0.033267,5.22,34.67,8.37,FTP
241.77.145.123,104.69.194.99,11690,25,TCP,485,0.053894,20.99,23.11,0.1,FTP
55.148.29.208,184.159.56.164,48092,242,ICMP,1367,0.09175,1.84,742.93,3.41,DDoS
104.192.196.159,137.39.53.145,16631,319,ICMP,99,0.094584,0.55,180.0,0.64,DDoS
183.240.175.143,218.39.67.37,33041,27,TCP,1173,0.039446,0.68,1725.0,2.09,ICMP
52.44.211.254,222.36.86.59,8102,225,ICMP,977,0.077726,7.82,124.94,5.2,Normal
30.70.241.91,219.224.255.57,30371,30,TCP,1471,0.06655,7.38,199.32,0.41,Normal
117.208.44.98,207.216.186.3,57873,327,ICMP,128,0.045569,20.64,6.2,2.14,FTP
141.149.49.136,93.239.41.189,43709,383,ICMP,579,0.019356,5.81,99.66,0.73,HTTP
43.156.139.124,24.72.67.46,55747,241,ICMP,516,0.061168,7.97,64.74,7.17,FTP
247.172.234.134,140.90.190.47,50468,33,TCP,362,0.084061,8.82,41.04,4.74,ICMP
183.112.132.39,51.118.7.82,34844,396,ICMP,1401,0.09506,23.81,58.84,5.02,HTTP
164.75.229.146,15.140.58.33,42221,311,ICMP,999,0.044579,19.4,51.49,1.2,FTP
248.59.150.212,190.170.8.200,49236,289,TCP,1271,0.072054,15.13,84.01,5.61,FTP
229.101.135.170,76.1.196.27,4720,217,ICMP,143,0.067481,7.39,19.35,9.65,DDoS
54.66.125.108,63.9.59.40,3175,225,TCP,391,0.093696,12.8,30.55,7.21,FTP
155.238.90.229,167.60.23.69,65421,212,ICMP,313,0.036419,19.97,15.67,5.35,FTP
206.227.226.115,202.121.168.185,58740,268,ICMP,481,0.079488,2.48,193.95,9.91,ICMP
166.219.214.136,167.51.30.224,36028,390,UDP,1075,0.071609,23.33,46.08,1.15,ICMP
54.84.110.51,132.118.171.71,42827,428,TCP,121,0.045479,21.38,5.66,2.96,FTP
190.114.142.162,202.148.14.46,3913,148,ICMP,908,0.068489,5.08,178.74,1.49,HTTP
199.113.22.9,5.225.35.165,17894,293,ICMP,118,0.008363,6.77,17.43,9.51,DDoS
120.202.182.151,161.75.241.232,1070,338,TCP,658,0.094025,13.24,49.7,2.7,HTTP
243.83.190.216,93.178.137.210,60793,437,ICMP,1336,0.069641,1.37,975.18,5.27,FTP
178.71.214.80,122.222.97.13,62559,207,UDP,384,0.020608,22.6,16.99,6.71,ICMP
152.150.94.32,17.96.35.65,1821,259,UDP,956,0.052887,16.56,57.73,2.81,ICMP
117.199.67.27,188.13.218.19,53788,137,ICMP,288,0.012773,20.37,14.14,5.83,FTP
215.220.128.119,116.130.237.19,38675,44,UDP,877,0.029733,10.07,87.09,9.07,DDoS
178.141.236.191,192.46.114.46,12382,281,TCP,965,0.055475,8.56,112.73,0.59,DDoS
6.126.37.13,255.80.158.151,47275,258,TCP,198,0.096815,13.27,14.92,0.25,FTP
7.19.53.110,37.177.84.42,24538,95,TCP,1192,0.029883,0.9,1324.44,3.65,HTTP
41.110.155.4,69.111.84.147,56513,164,UDP,1438,0.012041,10.12,142.09,4.27,Normal
87.69.24.244,94.141.20.53,9976,360,UDP,808,0.089809,13.64,59.24,4.45,HTTP
206.148.136.88,3.237.91.172,25272,192,UDP,1228,0.055446,24.25,50.64,9.23,ICMP
211.74.163.83,33.113.53.79,37615,362,TCP,251,0.014239,23.91,10.5,2.77,DDoS
215.220.159.247,42.23.39.190,45279,289,ICMP,899,0.048969,0.92,977.17,3.13,ICMP
190.93.126.174,101.196.174.185,57537,318,UDP,726,0.0643,5.89,123.26,7.52,Normal
153.195.201.171,188.173.207.77,33637,309,UDP,983,0.040678,21.87,44.95,2.79,HTTP
250.208.81.209,133.98.215.84,26479,175,TCP,1155,0.081439,20.8,55.53,7.7,HTTP
210.5.148.71,60.54.220.226,22426,23,TCP,1427,0.039506,8.29,172.14,0.7,ICMP
123.251.108.215,58.190.213.97,58198,338,ICMP,274,0.06612,1.04,263.46,0.42,DDoS
91.177.191.128,158.78.251.185,13695,265,TCP,372,0.022804,12.48,29.81,7.25,HTTP
131.125.146.212,32.7.124.68,53604,93,TCP,1476,0.043908,21.06,70.09,5.39,Normal
38.173.32.138,122.182.115.191,26909,103,ICMP,699,0.073974,6.78,103.1,0.16,DDoS
171.8.23.229,136.157.160.161,1686,41,TCP,844,0.096586,7.74,109.04,1.58,Normal
215.197.72.253,50.148.83.250,19574,47,TCP,1414,0.081269,0.98,1442.86,8.26,HTTP
